,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,,55.330102914133846,205.40261153824213,12.31022659152141,84.94087501751028
1,2016,0.9506064317277172,59.04607733439491,172.72999802396205,311.63701847565807,130.72957985579876
