,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,6,27.788888888888888
1,2013,7,27.644848484848485
2,2013,8,21.755319148936167
3,2013,9,24.210472659870266
4,2013,10,21.98961931290626
5,2013,11,17.192443064182207
6,2013,12,14.97908163265306
7,2014,1,11.43174603174603
8,2014,2,13.80956072351421
9,2014,3,18.332936507936534
10,2014,4,22.455754102045436
11,2014,5,22.605839990317115
12,2014,6,20.21873181263499
13,2014,7,20.36982902267616
14,2014,8,20.369509981851206
15,2014,9,17.64618011096887
16,2014,10,18.117593869731788
17,2014,11,15.31868263473054
18,2014,12,15.039544319600493
19,2015,1,13.603605015673976
20,2015,2,12.970328282828287
21,2015,3,19.699982078853065
22,2015,4,21.787585034013585
23,2015,5,22.987160493827144
24,2015,6,21.219408147578747
25,2015,7,22.51456304247006
26,2015,8,20.522150997151
27,2015,9,19.56154115411539
28,2015,10,19.901771300448395
29,2015,11,16.597257551669284
30,2015,12,15.007290167865692
31,2016,1,13.147642679900729
32,2016,2,15.914170826400458
33,2016,3,18.935282093213406
34,2016,4,21.741519709543606
35,2016,5,20.158490566037816
36,2016,6,19.371356650768472
37,2016,7,20.672371995820374
38,2016,8,19.888323456153874
39,2016,9,19.07579342984416
40,2016,10,17.184638703291235
41,2016,11,16.549198918019126
42,2016,12,12.792604856512138
