,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,122
1,2013,9,118
2,2013,10,142
3,2013,11,74
4,2013,12,33
5,2014,1,34
6,2014,2,28
7,2014,3,24
8,2014,4,75
9,2014,5,147
10,2014,6,229
11,2014,7,337
12,2014,8,252
13,2014,9,186
14,2014,10,160
15,2014,11,106
16,2014,12,101
17,2015,1,63
18,2015,2,31
19,2015,3,57
20,2015,4,177
21,2015,5,247
22,2015,6,362
23,2015,7,499
24,2015,8,392
25,2015,9,310
26,2015,10,275
27,2015,11,196
28,2015,12,117
29,2016,1,109
30,2016,2,131
31,2016,3,142
32,2016,4,193
33,2016,5,280
34,2016,6,323
35,2016,7,368
36,2016,8,389
37,2016,9,379
38,2016,10,370
39,2016,11,261
40,2016,12,109
