,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,55.67217526268495,4628.225709761659,3767.3172646578505,1799.618684650537,2496.0870905433585,146.01853244429088
1,2016,111.81766482250444,8247.941972871535,5722.584651070569,2756.1974176968833,3391.443707046654,150.3277477987957
