,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,24
1,2013,7,391
2,2013,8,854
3,2013,9,903
4,2013,10,666
5,2013,11,270
6,2013,12,187
7,2014,1,83
8,2014,2,120
9,2014,3,367
10,2014,4,870
11,2014,5,1371
12,2014,6,1682
13,2014,7,1911
14,2014,8,1721
15,2014,9,1455
16,2014,10,1068
17,2014,11,618
18,2014,12,475
19,2015,1,282
20,2015,2,162
21,2015,3,577
22,2015,4,748
23,2015,5,1197
24,2015,6,1725
25,2015,7,2151
26,2015,8,2059
27,2015,9,1717
28,2015,10,1245
29,2015,11,704
30,2015,12,443
31,2016,1,342
32,2016,2,436
33,2016,3,681
34,2016,4,897
35,2016,5,1298
36,2016,6,1765
37,2016,7,1826
38,2016,8,1727
39,2016,9,1760
40,2016,10,1537
41,2016,11,1043
42,2016,12,426
