,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,
0,2015,2.7627127025627,8.251397485759316,187.2920872985435,2.0358042056644696
1,2016,4.592564159135466,16.515557557235937,130.34720476629101,0.7934250140181072
