,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,32
1,2013,8,1748
2,2013,9,2994
3,2013,10,3545
4,2013,11,2460
5,2013,12,1582
6,2014,1,993
7,2014,2,1196
8,2014,3,2025
9,2014,4,4325
10,2014,5,6171
11,2014,6,6896
12,2014,7,9143
13,2014,8,7345
14,2014,9,7081
15,2014,10,6976
16,2014,11,3822
17,2014,12,3024
18,2015,1,2221
19,2015,2,1594
20,2015,3,2641
21,2015,4,4369
22,2015,5,6270
23,2015,6,9096
24,2015,7,10414
25,2015,8,10054
26,2015,9,9264
27,2015,10,8643
28,2015,11,5368
29,2015,12,3823
30,2016,1,3087
31,2016,2,3181
32,2016,3,4412
33,2016,4,4817
34,2016,5,5683
35,2016,6,7073
36,2016,7,6462
37,2016,8,7192
38,2016,9,7224
39,2016,10,6501
40,2016,11,5298
41,2016,12,2775
