,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,67.77971363907483,2261.410565734245,2171.7656751321356,1835.194796289179,1486.0654995734706,161.27187296126024
1,2014,39.69630434422458,7517.577077900251,7473.083938117564,5088.930148370312,3800.050500665687,219.34699846063415
2,2015,66.3202052069637,8028.994352656095,9852.384297404002,5236.201832816439,4646.6311666997535,332.33015107923643
3,2016,50.221319131224334,8130.361891647836,9548.240770004346,4884.48255696276,5275.178668966433,254.8622334338117
