,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,554
1,2013,9,1318
2,2013,10,1314
3,2013,11,831
4,2013,12,444
5,2014,1,210
6,2014,2,250
7,2014,3,610
8,2014,4,1260
9,2014,5,2208
10,2014,6,2666
11,2014,7,3231
12,2014,8,3210
13,2014,9,2754
14,2014,10,2373
15,2014,11,1434
16,2014,12,1398
17,2015,1,961
18,2015,2,566
19,2015,3,1632
20,2015,4,2088
21,2015,5,2261
22,2015,6,3242
23,2015,7,3756
24,2015,8,3563
25,2015,9,3220
26,2015,10,2874
27,2015,11,1900
28,2015,12,1375
29,2016,1,1137
30,2016,2,1299
31,2016,3,1831
32,2016,4,2055
33,2016,5,3019
34,2016,6,3596
35,2016,7,3668
36,2016,8,3542
37,2016,9,3220
38,2016,10,2903
39,2016,11,1962
40,2016,12,833
