,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,7,53.657196969696976
1,2013,8,28.382027491408945
2,2013,9,26.555770690964312
3,2013,10,16.949203187250994
4,2013,11,13.85806451612903
5,2013,12,7.8469135802469125
6,2014,1,9.731034482758622
7,2014,2,8.879166666666666
8,2014,3,13.86863636363636
9,2014,4,14.25514184397162
10,2014,5,16.390553907022735
11,2014,6,16.04356060606059
12,2014,7,18.342079365079357
13,2014,8,14.993323818585502
14,2014,9,15.514682139253287
15,2014,10,16.334652114597542
16,2014,11,12.654558404558408
17,2014,12,10.81408450704225
18,2015,1,12.110036832412524
19,2015,2,14.169590643274853
20,2015,3,15.958398437500005
21,2015,4,12.522222222222217
22,2015,5,15.543481595092047
23,2015,6,20.583730158730205
24,2015,7,17.4660441426146
25,2015,8,18.472641509433966
26,2015,9,16.30521512385919
27,2015,10,15.365096153846158
28,2015,11,14.207100591715975
29,2015,12,10.63236514522821
30,2016,1,10.396782178217817
31,2016,2,12.715311004784686
32,2016,3,16.407396733909707
33,2016,4,14.674015151515139
34,2016,5,16.280190796857468
35,2016,6,17.36338975694441
36,2016,7,16.515672191528566
37,2016,8,15.089968722073293
38,2016,9,15.06989247311828
39,2016,10,14.71207282913166
40,2016,11,14.90929203539824
41,2016,12,11.93059163059163
