,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,4.229218648602342,42.46624400673677,17.163263065327964,6.509729546306095,25.88923714049067
1,2016,,27.740411084765046,37.90587642086315,94.18866507513633,86.85550396184749
