,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,7,19.92135854341736
1,2013,8,15.828416856492058
2,2013,9,13.835953313744662
3,2013,10,11.64733372115572
4,2013,11,9.281408969210172
5,2013,12,8.90210937499999
6,2014,1,11.443342269883827
7,2014,2,9.71848679514632
8,2014,3,10.53974910394265
9,2014,4,11.274975330570353
10,2014,5,12.778107405803377
11,2014,6,12.342982134116493
12,2014,7,12.425621963070954
13,2014,8,12.493421178267914
14,2014,9,10.71097491448117
15,2014,10,11.013763841457067
16,2014,11,9.207729211087429
17,2014,12,11.122925311203321
18,2015,1,10.974945533769084
19,2015,2,10.535342979635582
20,2015,3,11.594655682298267
21,2015,4,10.406833238690112
22,2015,5,13.009720704310864
23,2015,6,13.068424897720645
24,2015,7,12.686575858819497
25,2015,8,11.68781159800577
26,2015,9,11.387007912957442
27,2015,10,11.089291023441957
28,2015,11,10.56803733602423
29,2015,12,9.033397043832839
30,2016,1,10.339066519661886
31,2016,2,10.192336502448857
32,2016,3,9.305211435378219
33,2016,4,10.698952786652441
34,2016,5,12.270998267359737
35,2016,6,12.283323972666835
36,2016,7,12.621260495996838
37,2016,8,11.400302016541241
38,2016,9,11.112141716004155
39,2016,10,10.914919941775832
40,2016,11,10.21389694709214
41,2016,12,9.641468819246601
