,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,3.2794596483352105,180.1201061131975,283.58791544877016,21.136883081621587,28.216151677600447
1,2016,,95.66129749359277,604.3186872406562,38.96659428303516,61.12352978975209
