,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2015,4,0.6659265152728859
1,2015,5,1.2984135000916457
2,2015,6,1.859051828157151
3,2015,7,1.847559384070014
4,2015,8,1.9499046245844973
5,2015,9,1.2159675004517079
6,2015,10,2.2096396199300994
7,2015,11,1.94669863888726
8,2015,12,2.197233551922816
9,2016,1,0.8823484703020166
10,2016,2,1.7514846811673064
11,2016,3,2.960564702459323
12,2016,4,2.486640767663842
13,2016,5,2.425600374628748
14,2016,6,2.6971603202633583
15,2016,7,2.194124435657587
16,2016,8,1.8728078295226973
17,2016,9,1.650439968499515
18,2016,10,1.294733885281398
19,2016,11,1.1860475350835504
20,2016,12,2.2905611464210947
