,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2015,4,123.3
1,2015,5,33.08827838827839
2,2015,6,48.92698412698414
3,2015,7,42.07755102040818
4,2015,8,62.87618159203981
5,2015,9,76.69583333333333
6,2015,10,43.06666666666669
7,2015,11,62.59666666666669
8,2015,12,114.27553191489362
9,2016,1,20.707638888888894
10,2016,2,19.105974842767292
11,2016,3,19.70792682926829
12,2016,4,14.925773809523815
13,2016,5,25.302791461412145
14,2016,6,23.143013468013457
15,2016,7,20.009239766081876
16,2016,8,19.883484162895932
17,2016,9,22.564945226917065
18,2016,10,21.58426395939087
19,2016,11,15.293734335839606
20,2016,12,14.897872340425533
