,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,8,24.625801282051277
1,2013,9,15.361031746031752
2,2013,10,11.789314516129028
3,2013,11,11.122556390977447
4,2013,12,13.826530612244907
5,2014,1,13.164444444444445
6,2014,2,8.315151515151515
7,2014,3,11.873939393939395
8,2014,4,13.866304347826082
9,2014,5,13.48484042553191
10,2014,6,14.39140211640212
11,2014,7,13.193387681159422
12,2014,8,18.23317256162914
13,2014,9,14.529151291512909
14,2014,10,12.140433482810165
15,2014,11,13.00827664399093
16,2014,12,13.338730158730167
17,2015,1,14.2575
18,2015,2,14.171717171717175
19,2015,3,14.1520325203252
20,2015,4,12.64222756410257
21,2015,5,18.71162196679439
22,2015,6,14.96076555023924
23,2015,7,17.475933908045977
24,2015,8,13.117561521252794
25,2015,9,13.51095571095572
26,2015,10,12.30463414634146
27,2015,11,13.264544025157232
28,2015,12,12.067139479905434
29,2016,1,12.774474474474475
30,2016,2,11.669871794871797
31,2016,3,11.421943048576212
32,2016,4,11.711481481481481
33,2016,5,14.150540123456787
34,2016,6,16.433333333333326
35,2016,7,19.733184079601973
36,2016,8,13.030833333333328
37,2016,9,12.355114320096272
38,2016,10,11.814310645724266
39,2016,11,12.289018087855299
40,2016,12,12.81438356164383
