,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2015,5,12.645454545454545
1,2015,6,12.773863636363638
2,2015,7,12.904545454545453
3,2015,8,15.503333333333334
4,2015,9,14.718518518518517
5,2015,10,12.415343915343918
6,2015,11,10.271527777777779
7,2015,12,9.507142857142858
8,2016,1,10.25952380952381
9,2016,2,8.4125
10,2016,3,8.796
11,2016,4,12.67121212121212
12,2016,5,13.774774774774773
13,2016,6,65.874
14,2016,7,17.05858585858586
15,2016,8,13.79722222222222
16,2016,9,10.171014492753622
17,2016,10,12.999107142857145
18,2016,11,10.859722222222222
19,2016,12,31.674999999999997
