,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,,387.94571120710117,444.5421077172432,293.1774870665608,186.29258197642318,
1,2014,6.863324443497005,4634.603661998744,4584.910862224898,1349.3787568065081,1424.604208564148,36.128316972834455
2,2015,23.27604890809368,3087.1580200361764,5137.661151232769,1748.575442128043,1113.5084558603617,21.379950717737426
3,2016,4.464126409038945,3022.9714144329673,4565.761377229514,1972.4733455870319,1438.6390649120433,33.75813764149437
