,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,377
1,2013,10,698
2,2013,11,214
3,2013,12,77
4,2014,1,35
5,2014,2,60
6,2014,3,164
7,2014,4,676
8,2014,5,1464
9,2014,6,1765
10,2014,7,1921
11,2014,8,1803
12,2014,9,1223
13,2014,10,645
14,2014,11,251
15,2014,12,209
16,2015,1,118
17,2015,2,79
18,2015,3,329
19,2015,4,695
20,2015,5,1006
21,2015,6,1272
22,2015,7,1594
23,2015,8,1723
24,2015,9,1568
25,2015,10,1042
26,2015,11,692
27,2015,12,498
28,2016,1,301
29,2016,2,390
30,2016,3,647
31,2016,4,770
32,2016,5,1314
33,2016,6,1285
34,2016,7,1777
35,2016,8,1550
36,2016,9,1451
37,2016,10,1134
38,2016,11,858
39,2016,12,351
