,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,48
1,2013,7,767
2,2013,8,1475
3,2013,9,1144
4,2013,10,1017
5,2013,11,532
6,2013,12,264
7,2014,1,149
8,2014,2,135
9,2014,3,367
10,2014,4,776
11,2014,5,1482
12,2014,6,1756
13,2014,7,1942
14,2014,8,2083
15,2014,9,1868
16,2014,10,1365
17,2014,11,677
18,2014,12,486
19,2015,1,330
20,2015,2,165
21,2015,3,592
22,2015,4,923
23,2015,5,1461
24,2015,6,1894
25,2015,7,2142
26,2015,8,2210
27,2015,9,1831
28,2015,10,1675
29,2015,11,993
30,2015,12,636
31,2016,1,424
32,2016,2,548
33,2016,3,929
34,2016,4,1181
35,2016,5,1789
36,2016,6,2282
37,2016,7,2352
38,2016,8,2310
39,2016,9,2162
40,2016,10,1802
41,2016,11,1258
42,2016,12,489
