,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,38
1,2013,7,1430
2,2013,8,1830
3,2013,9,1846
4,2013,10,1394
5,2013,11,849
6,2013,12,441
7,2014,1,252
8,2014,2,213
9,2014,3,593
10,2014,4,1214
11,2014,5,1816
12,2014,6,2137
13,2014,7,2704
14,2014,8,2590
15,2014,9,2217
16,2014,10,1782
17,2014,11,1018
18,2014,12,577
19,2015,1,468
20,2015,2,291
21,2015,3,791
22,2015,4,1237
23,2015,5,2087
24,2015,6,2518
25,2015,7,2291
26,2015,8,2949
27,2015,9,2723
28,2015,10,2515
29,2015,11,1560
30,2015,12,1078
31,2016,1,781
32,2016,2,1015
33,2016,3,1426
34,2016,4,1784
35,2016,5,2301
36,2016,6,3304
37,2016,7,3284
38,2016,8,3375
39,2016,9,3098
40,2016,10,2683
41,2016,11,1705
42,2016,12,695
