,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,11824
1,2013,9,12043
2,2013,10,7450
3,2013,11,2005
4,2013,12,364
5,2014,1,102
6,2014,2,126
7,2014,3,1693
8,2014,4,6972
9,2014,5,15282
10,2014,6,17946
11,2014,7,23848
12,2014,8,23748
13,2014,9,15490
14,2014,10,8225
15,2014,11,2140
16,2014,12,1207
17,2015,1,519
18,2015,2,159
19,2015,3,3224
20,2015,4,6769
21,2015,5,14763
22,2015,6,20849
23,2015,7,30104
24,2015,8,27218
25,2015,9,20901
26,2015,10,9642
27,2015,11,4754
28,2015,12,1483
29,2016,1,804
30,2016,2,2339
31,2016,3,5417
32,2016,4,8206
33,2016,5,19646
34,2016,6,26566
35,2016,7,35549
36,2016,8,31260
37,2016,9,27365
38,2016,10,15665
39,2016,11,7726
40,2016,12,1085
