,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,108
1,2013,7,1582
2,2013,8,2670
3,2013,9,2694
4,2013,10,2300
5,2013,11,1262
6,2013,12,630
7,2014,1,458
8,2014,2,444
9,2014,3,1043
10,2014,4,1817
11,2014,5,2929
12,2014,6,3845
13,2014,7,4451
14,2014,8,4005
15,2014,9,3398
16,2014,10,2835
17,2014,11,1527
18,2014,12,1150
19,2015,1,859
20,2015,2,440
21,2015,3,1245
22,2015,4,1979
23,2015,5,2898
24,2015,6,4032
25,2015,7,4653
26,2015,8,4660
27,2015,9,4238
28,2015,10,3424
29,2015,11,2305
30,2015,12,1550
31,2016,1,1384
32,2016,2,1460
33,2016,3,2259
34,2016,4,2767
35,2016,5,3616
36,2016,6,4700
37,2016,7,4758
38,2016,8,4653
39,2016,9,4174
40,2016,10,3670
41,2016,11,2679
42,2016,12,1103
