,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,
0,2015,26.117223014991307,14.819785882501247,34.073307385813365,27.027400022255367
1,2016,13.999012824973125,13.760510368148656,3.801811335061048,8.514916089504666
