,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,62
1,2013,7,4950
2,2013,8,7562
3,2013,9,6525
4,2013,10,3823
5,2013,11,1338
6,2013,12,434
7,2014,1,87
8,2014,2,116
9,2014,3,845
10,2014,4,3495
11,2014,5,6648
12,2014,6,7810
13,2014,7,9600
14,2014,8,9493
15,2014,9,6246
16,2014,10,3686
17,2014,11,1257
18,2014,12,799
19,2015,1,290
20,2015,2,126
21,2015,3,1327
22,2015,4,2660
23,2015,5,3272
24,2015,6,4431
25,2015,7,5728
26,2015,8,4079
27,2015,9,4083
28,2015,10,2029
29,2015,11,979
30,2015,12,426
31,2016,1,252
32,2016,2,584
33,2016,3,1205
34,2016,4,1471
35,2016,5,3284
36,2016,6,4117
37,2016,7,4992
38,2016,8,3798
39,2016,9,3431
40,2016,10,2809
41,2016,11,1169
42,2016,12,259
