,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,524
1,2013,8,1873
2,2013,9,1859
3,2013,10,1424
4,2013,11,834
5,2013,12,400
6,2014,1,225
7,2014,2,221
8,2014,3,644
9,2014,4,1583
10,2014,5,2314
11,2014,6,3066
12,2014,7,3421
13,2014,8,3234
14,2014,9,2767
15,2014,10,1997
16,2014,11,910
17,2014,12,670
18,2015,1,479
19,2015,2,263
20,2015,3,702
21,2015,4,1747
22,2015,5,2343
23,2015,6,3203
24,2015,7,3892
25,2015,8,3709
26,2015,9,3457
27,2015,10,2551
28,2015,11,1530
29,2015,12,870
30,2016,1,674
31,2016,2,781
32,2016,3,1340
33,2016,4,1705
34,2016,5,2652
35,2016,6,3710
36,2016,7,3626
37,2016,8,3441
38,2016,9,3062
39,2016,10,2541
40,2016,11,1673
41,2016,12,634
