,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2015,5,908
1,2015,6,1452
2,2015,7,2089
3,2015,8,1973
4,2015,9,1822
5,2015,10,1499
6,2015,11,831
7,2015,12,690
8,2016,1,486
9,2016,2,507
10,2016,3,852
11,2016,4,1068
12,2016,5,1480
13,2016,6,2066
14,2016,7,2063
15,2016,8,2025
16,2016,9,1840
17,2016,10,1639
18,2016,11,1219
19,2016,12,461
