,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,,1523.622364333414,535.0285903851639,108.72720032023255,50.56738484357502,17.325642180846
1,2014,,4032.9881192837593,2008.1016631696787,494.58252425068093,291.5442621784867,1.9682687914152808
2,2015,18.734965509646486,3397.5557849145302,2108.0965311191167,1223.5282312489724,212.6860555757803,12.700223725988636
3,2016,5.280998876132749,5139.367201659644,3276.43852695327,1423.2478511829938,222.9632069963708,41.442067538310106
