,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,2.1662097186212645,28.745848781947004,53.07691957520002,38.529864365714666,7.089895972895883
1,2016,,76.7407382087118,45.55782708940935,48.908136040340715,90.36065787180229
