,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,6,1.396525948227541
1,2013,7,1.1882266554816974
2,2013,8,1.1412341620662043
3,2013,9,1.0888890294998712
4,2013,10,1.0048734455735184
5,2013,11,0.8943375673493194
6,2013,12,0.835430464905495
7,2014,1,0.7857416214850659
8,2014,2,0.8119662319308232
9,2014,3,0.8454051933792438
10,2014,4,0.9213378498066054
11,2014,5,0.9932317568223088
12,2014,6,1.0518976737826822
13,2014,7,1.0388131797081959
14,2014,8,0.9978171953916869
15,2014,9,1.0102324085690828
16,2014,10,0.9283724646104711
17,2014,11,0.8617969954045275
18,2014,12,0.8781403153423997
19,2015,1,0.9187158885889383
20,2015,2,0.844863250513201
21,2015,3,0.975923358841491
22,2015,4,0.9962606106038798
23,2015,5,1.0599419321986256
24,2015,6,1.1052319240736548
25,2015,7,1.115289777897791
26,2015,8,1.064928407000149
27,2015,9,1.0745914094554487
28,2015,10,1.0436171729336157
29,2015,11,0.9784919329116052
30,2015,12,0.9631764728691368
31,2016,1,1.0088641075357765
32,2016,2,1.0099571813248192
33,2016,3,1.0411023559273835
34,2016,4,1.0877861562440163
35,2016,5,1.1458221428516324
36,2016,6,1.1115220868682805
37,2016,7,1.1157519597751753
38,2016,8,1.0818822037800038
39,2016,9,1.0815010194309578
40,2016,10,1.0990826195353978
41,2016,11,1.0458742245405146
42,2016,12,0.9642891252438383
