,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,123
1,2013,7,1784
2,2013,8,1791
3,2013,9,1485
4,2013,10,1665
5,2013,11,363
6,2013,12,218
7,2014,1,33
8,2014,2,57
9,2014,3,158
10,2014,4,566
11,2014,5,1320
12,2014,6,1707
13,2014,7,1999
14,2014,8,1899
15,2014,9,1324
16,2014,10,1521
17,2014,11,392
18,2014,12,242
19,2015,1,90
20,2015,2,80
21,2015,3,360
22,2015,4,653
23,2015,5,1329
24,2015,6,1305
25,2015,7,2546
26,2015,8,1418
27,2015,9,1428
28,2015,10,1517
29,2015,11,694
30,2015,12,193
31,2016,1,80
32,2016,2,185
33,2016,3,368
34,2016,4,517
35,2016,5,1108
36,2016,6,1653
37,2016,7,2135
38,2016,8,1445
39,2016,9,1691
40,2016,10,1563
41,2016,11,740
42,2016,12,110
