,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,195
1,2013,7,3837
2,2013,8,5436
3,2013,9,4512
4,2013,10,3661
5,2013,11,1931
6,2013,12,994
7,2014,1,729
8,2014,2,846
9,2014,3,1574
10,2014,4,3209
11,2014,5,4497
12,2014,6,5205
13,2014,7,6004
14,2014,8,6224
15,2014,9,5040
16,2014,10,4162
17,2014,11,2134
18,2014,12,1647
19,2015,1,1101
20,2015,2,779
21,2015,3,1877
22,2015,4,2841
23,2015,5,4567
24,2015,6,5591
25,2015,7,6744
26,2015,8,6263
27,2015,9,6034
28,2015,10,4661
29,2015,11,3074
30,2015,12,1961
31,2016,1,1761
32,2016,2,2037
33,2016,3,2788
34,2016,4,3182
35,2016,5,4302
36,2016,6,5280
37,2016,7,6439
38,2016,8,6350
39,2016,9,5602
40,2016,10,5133
41,2016,11,3385
42,2016,12,1595
