,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,8.72759771460708,467.91536562374216,1038.7383512726226,602.6266766163766,249.6949135667923,
1,2016,7.034602624216518,774.7397327479011,1347.5987881239141,480.7459817979335,254.5143609416446,3.781443669490816
