,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2015,5,17.27305295950156
1,2015,6,15.297083333333328
2,2015,7,23.55382882882882
3,2015,8,16.839749798224375
4,2015,9,13.270193401592708
5,2015,10,11.73016666666667
6,2015,11,13.123627450980393
7,2015,12,12.317989417989413
8,2016,1,13.12096774193548
9,2016,2,13.52284644194757
10,2016,3,13.665290519877683
11,2016,4,14.458965517241381
12,2016,5,12.955476190476194
13,2016,6,16.7760498687664
14,2016,7,14.264406779661023
15,2016,8,11.438025889967637
16,2016,9,12.655215053763449
17,2016,10,16.33448275862069
18,2016,11,9.73594276094276
19,2016,12,10.685882352941176
