,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,147
1,2013,7,1122
2,2013,8,1267
3,2013,9,1360
4,2013,10,928
5,2013,11,478
6,2013,12,224
7,2014,1,107
8,2014,2,119
9,2014,3,407
10,2014,4,820
11,2014,5,1752
12,2014,6,1935
13,2014,7,1864
14,2014,8,1718
15,2014,9,1535
16,2014,10,1060
17,2014,11,598
18,2014,12,379
19,2015,1,262
20,2015,2,141
21,2015,3,570
22,2015,4,943
23,2015,5,1279
24,2015,6,1629
25,2015,7,2165
26,2015,8,1886
27,2015,9,1696
28,2015,10,1262
29,2015,11,771
30,2015,12,429
31,2016,1,379
32,2016,2,437
33,2016,3,789
34,2016,4,1073
35,2016,5,1502
36,2016,6,2156
37,2016,7,2005
38,2016,8,1916
39,2016,9,1707
40,2016,10,1400
41,2016,11,1052
42,2016,12,416
