,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,66
1,2013,7,631
2,2013,8,580
3,2013,9,582
4,2013,10,674
5,2013,11,468
6,2013,12,244
7,2014,1,215
8,2014,2,198
9,2014,3,379
10,2014,4,679
11,2014,5,935
12,2014,6,1039
13,2014,7,1042
14,2014,8,977
15,2014,9,786
16,2014,10,720
17,2014,11,188
18,2014,12,157
19,2015,1,107
20,2015,2,74
21,2015,3,208
22,2015,4,370
23,2015,5,470
24,2015,6,935
25,2015,7,1174
26,2015,8,988
27,2015,9,816
28,2015,10,749
29,2015,11,424
30,2015,12,335
31,2016,1,227
32,2016,2,315
33,2016,3,443
34,2016,4,488
35,2016,5,734
36,2016,6,973
37,2016,7,984
38,2016,8,905
39,2016,9,1047
40,2016,10,896
41,2016,11,606
42,2016,12,249
