,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,82
1,2013,9,941
2,2013,10,1143
3,2013,11,592
4,2013,12,290
5,2014,1,112
6,2014,2,136
7,2014,3,466
8,2014,4,918
9,2014,5,1839
10,2014,6,2478
11,2014,7,3144
12,2014,8,2963
13,2014,9,2307
14,2014,10,1091
15,2014,11,845
16,2014,12,731
17,2015,1,471
18,2015,2,230
19,2015,3,595
20,2015,4,1225
21,2015,5,1770
22,2015,6,2161
23,2015,7,2874
24,2015,8,2529
25,2015,9,2425
26,2015,10,1971
27,2015,11,1076
28,2015,12,683
29,2016,1,422
30,2016,2,528
31,2016,3,966
32,2016,4,1298
33,2016,5,1811
34,2016,6,2466
35,2016,7,2701
36,2016,8,2333
37,2016,9,2089
38,2016,10,1957
39,2016,11,1410
40,2016,12,429
