,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2015,4,1.9971963506711217
1,2015,5,1.944576502894403
2,2015,6,1.9483236674590292
3,2015,7,1.8374809111862391
4,2015,8,1.7335096173280082
5,2015,9,1.7412670667700139
6,2015,10,1.8290984253513698
7,2015,11,2.0663971939667025
8,2015,12,2.108547642843042
9,2016,1,2.035281618253466
10,2016,2,2.2702416684922238
11,2016,3,2.279186358819785
12,2016,4,1.8840132923574857
13,2016,5,1.7062851844100542
14,2016,6,2.0085510331278593
15,2016,7,1.7423370476561473
16,2016,8,1.9629932807741444
17,2016,9,1.9529856297065613
18,2016,10,1.8385970212362128
19,2016,11,1.9625489333377206
20,2016,12,1.648816688203435
