,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2015,5,238
1,2015,6,426
2,2015,7,547
3,2015,8,483
4,2015,9,405
5,2015,10,370
6,2015,11,182
7,2015,12,105
8,2016,1,97
9,2016,2,99
10,2016,3,179
11,2016,4,275
12,2016,5,440
13,2016,6,644
14,2016,7,551
15,2016,8,533
16,2016,9,516
17,2016,10,438
18,2016,11,391
19,2016,12,167
