,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,168
1,2013,8,1688
2,2013,9,1598
3,2013,10,1140
4,2013,11,612
5,2013,12,335
6,2014,1,182
7,2014,2,226
8,2014,3,538
9,2014,4,1060
10,2014,5,1854
11,2014,6,2115
12,2014,7,1921
13,2014,8,1696
14,2014,9,1857
15,2014,10,1480
16,2014,11,801
17,2014,12,596
18,2015,1,442
19,2015,2,198
20,2015,3,732
21,2015,4,1125
22,2015,5,1671
23,2015,6,2045
24,2015,7,2524
25,2015,8,2537
26,2015,9,2062
27,2015,10,1590
28,2015,11,1129
29,2015,12,745
30,2016,1,532
31,2016,2,693
32,2016,3,1003
33,2016,4,1154
34,2016,5,1661
35,2016,6,2133
36,2016,7,2514
37,2016,8,2296
38,2016,9,2166
39,2016,10,1718
40,2016,11,1134
41,2016,12,645
