,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,6,281.4166666666667
1,2013,7,27.47738095238096
2,2013,8,18.102681992337164
3,2013,9,18.79805653710247
4,2013,10,13.580682643427739
5,2013,11,9.668728522336762
6,2013,12,7.975446428571431
7,2014,1,9.795736434108527
8,2014,2,9.182648401826487
9,2014,3,10.496933962264151
10,2014,4,12.378594377510026
11,2014,5,14.25200101317123
12,2014,6,16.385183650925146
13,2014,7,14.539646684042859
14,2014,8,12.127841634738179
15,2014,9,12.385064599483211
16,2014,10,9.764530516431925
17,2014,11,12.696393034825867
18,2014,12,8.191228070175443
19,2015,1,10.144589877835948
20,2015,2,8.016666666666667
21,2015,3,12.365873015873014
22,2015,4,15.624224478285392
23,2015,5,13.24628820960699
24,2015,6,15.267518860016793
25,2015,7,13.959654248843437
26,2015,8,12.499186390532538
27,2015,9,12.39697748409205
28,2015,10,10.889007092198588
29,2015,11,9.375535420098846
30,2015,12,7.638409272581933
31,2016,1,13.523729674796744
32,2016,2,9.924604966139954
33,2016,3,12.008906071019481
34,2016,4,13.288812785388137
35,2016,5,13.26043897216275
36,2016,6,13.088299497926213
37,2016,7,11.90435897435898
38,2016,8,12.459290096406662
39,2016,9,11.315833333333336
40,2016,10,11.28993506493508
41,2016,11,10.750872483221478
42,2016,12,7.931016949152539
