,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,
0,2015,612.5027202402706,267.9253811453606,52.95031622917773,66.65745478246907,20.418945501090185
1,2016,790.8626001690385,740.6942868849413,264.49193587001673,233.1625968825652,23.10469811300278
