,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2015,22.06948351441971,329.6169895914505,213.88090617402798,289.6991766759467,122.3674912284529,7.240499747234577
1,2016,89.80808925285027,410.9851338787209,286.89570496272336,268.6987477358331,454.74879710088334,6.007875634070441
