,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,213
1,2013,8,6573
2,2013,9,4041
3,2013,10,1798
4,2013,11,672
5,2013,12,194
6,2014,1,121
7,2014,2,101
8,2014,3,357
9,2014,4,1231
10,2014,5,3112
11,2014,6,3466
12,2014,7,4221
13,2014,8,4386
14,2014,9,2641
15,2014,10,1684
16,2014,11,538
17,2014,12,347
18,2015,1,200
19,2015,2,71
20,2015,3,607
21,2015,4,1279
22,2015,5,2445
23,2015,6,3470
24,2015,7,4171
25,2015,8,3481
26,2015,9,2650
27,2015,10,2005
28,2015,11,948
29,2015,12,381
30,2016,1,257
31,2016,2,445
32,2016,3,824
33,2016,4,1293
34,2016,5,2401
35,2016,6,3429
36,2016,7,3813
37,2016,8,3529
38,2016,9,2728
39,2016,10,2316
40,2016,11,1280
41,2016,12,292
