,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,918
1,2013,9,1928
2,2013,10,1480
3,2013,11,768
4,2013,12,410
5,2014,1,271
6,2014,2,269
7,2014,3,707
8,2014,4,1358
9,2014,5,2471
10,2014,6,2955
11,2014,7,2982
12,2014,8,2678
13,2014,9,1153
14,2014,10,1695
15,2014,11,1375
16,2014,12,1036
17,2015,1,490
18,2015,2,380
19,2015,3,1002
20,2015,4,1485
21,2015,5,2328
22,2015,6,3085
23,2015,7,3749
24,2015,8,3966
25,2015,9,3659
26,2015,10,2561
27,2015,11,1651
28,2015,12,974
29,2016,1,753
30,2016,2,988
31,2016,3,1587
32,2016,4,1991
33,2016,5,3140
34,2016,6,4618
35,2016,7,4348
36,2016,8,3949
37,2016,9,3744
38,2016,10,3052
39,2016,11,2226
40,2016,12,935
