,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,2517
1,2013,10,2358
2,2013,11,795
3,2013,12,179
4,2014,1,60
5,2014,2,70
6,2014,3,771
7,2014,4,2803
8,2014,5,6235
9,2014,6,11065
10,2014,7,14639
11,2014,8,12738
12,2014,9,6990
13,2014,10,3267
14,2014,11,743
15,2014,12,452
16,2015,1,217
17,2015,2,63
18,2015,3,1399
19,2015,4,2213
20,2015,5,6892
21,2015,6,14190
22,2015,7,22423
23,2015,8,18263
24,2015,9,11040
25,2015,10,4141
26,2015,11,1904
27,2015,12,537
28,2016,1,315
29,2016,2,1007
30,2016,3,1939
31,2016,4,4512
32,2016,5,11144
33,2016,6,17656
34,2016,7,20919
35,2016,8,16295
36,2016,9,11823
37,2016,10,5355
38,2016,11,2593
39,2016,12,255
