,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,629
1,2013,8,1746
2,2013,9,2091
3,2013,10,2344
4,2013,11,1480
5,2013,12,965
6,2014,1,552
7,2014,2,591
8,2014,3,1018
9,2014,4,1834
10,2014,5,2582
11,2014,6,2971
12,2014,7,3203
13,2014,8,3043
14,2014,9,2646
15,2014,10,2610
16,2014,11,1497
17,2014,12,1402
18,2015,1,934
19,2015,2,624
20,2015,3,1106
21,2015,4,1869
22,2015,5,2295
23,2015,6,2752
24,2015,7,3353
25,2015,8,3240
26,2015,9,2966
27,2015,10,2562
28,2015,11,1809
29,2015,12,1288
30,2016,1,1217
31,2016,2,1367
32,2016,3,1966
33,2016,4,2124
34,2016,5,2740
35,2016,6,3456
36,2016,7,3313
37,2016,8,3431
38,2016,9,3113
39,2016,10,2689
40,2016,11,2332
41,2016,12,1043
