,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2015,5,19.40302287581701
1,2015,6,18.857104037267074
2,2015,7,19.415946566478787
3,2015,8,20.65218982088252
4,2015,9,17.876210661528578
5,2015,10,15.388342009780743
6,2015,11,15.02288997356112
7,2015,12,13.100679641643495
8,2016,1,12.078701716738191
9,2016,2,13.720421860019165
10,2016,3,14.593696027633845
11,2016,4,15.970582217261912
12,2016,5,18.868450916051366
13,2016,6,18.65213652482272
14,2016,7,18.053025344075145
15,2016,8,16.85375974323705
16,2016,9,16.395233711772548
17,2016,10,14.927153762268247
18,2016,11,14.766361298617797
19,2016,12,11.877578718783926
