,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,,544.1931002173469,1296.1166272349105,494.6654172351737,310.1738734312919,4.366942320198605
1,2014,,2489.1351482273444,4407.59160405429,1003.6704565749632,1180.158768280818,38.015396146084655
2,2015,4.101776344798154,4147.290616783441,5000.009568152153,1661.8509246597584,1308.9966833834208,89.00991957081199
3,2016,25.04509977738663,4917.252360175079,5648.017432073508,1568.7132814036015,1230.0746474189398,256.8415399061307
