,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,6,1.2522619439213352
1,2013,7,1.533289186430107
2,2013,8,1.5028448691440635
3,2013,9,1.5412743723227973
4,2013,10,1.5919029542130259
5,2013,11,1.590149572710575
6,2013,12,1.7741622028369661
7,2014,1,1.5798127371229365
8,2014,2,1.7322575695554796
9,2014,3,1.6484250000922498
10,2014,4,1.570090147658608
11,2014,5,1.6583353181827558
12,2014,6,1.6132936934331568
13,2014,7,1.5879050196408957
14,2014,8,1.6111829462483027
15,2014,9,1.6525870668169045
16,2014,10,1.6004498011568633
17,2014,11,1.5652849731315648
18,2014,12,1.5541377196340143
19,2015,1,1.4903438203747568
20,2015,2,1.4179992125784395
21,2015,3,1.6533106988354376
22,2015,4,1.6184276869523992
23,2015,5,1.6474979121721316
24,2015,6,1.6652003266084727
25,2015,7,1.6709448423029227
26,2015,8,1.636492801368099
27,2015,9,1.6664542928740365
28,2015,10,1.6119168440403677
29,2015,11,1.633709915930232
30,2015,12,1.6201074589918405
31,2016,1,1.6055668778550167
32,2016,2,1.6306315843463015
33,2016,3,1.6197744117667632
34,2016,4,1.6738425680329703
35,2016,5,1.7292465803908488
36,2016,6,1.752991563583087
37,2016,7,1.7108195573065863
38,2016,8,1.6914968399922543
39,2016,9,1.6770445495395612
40,2016,10,1.6650654410028474
41,2016,11,1.674942972648359
42,2016,12,1.6758314168303319
