,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,6,28.192328042328032
1,2013,7,27.711469298245625
2,2013,8,29.618310369833207
3,2013,9,16.953717290291042
4,2013,10,16.4557232049948
5,2013,11,15.87673860911271
6,2013,12,15.659716312056721
7,2014,1,14.432395833333334
8,2014,2,18.55122549019608
9,2014,3,15.986674436674445
10,2014,4,15.437522281639934
11,2014,5,16.576961974110066
12,2014,6,16.482023089609697
13,2014,7,16.568011615466897
14,2014,8,16.773816221284605
15,2014,9,15.145523809523826
16,2014,10,16.19220842464082
17,2014,11,13.742521367521368
18,2014,12,13.771834360027382
19,2015,1,12.660923423423426
20,2015,2,17.829250000000005
21,2015,3,17.223805646036908
22,2015,4,17.230315691736298
23,2015,5,16.66306641837366
24,2015,6,17.26763430096766
25,2015,7,17.35306728658139
26,2015,8,16.340492424242427
27,2015,9,16.30606304854022
28,2015,10,14.361271477663253
29,2015,11,13.524382716049388
30,2015,12,13.98433001107421
31,2016,1,14.098932112890926
32,2016,2,13.98770066100095
33,2016,3,14.573974960876372
34,2016,4,16.462908496732016
35,2016,5,16.22506368802666
36,2016,6,16.334237605238535
37,2016,7,17.07546641791046
38,2016,8,15.864465887929583
39,2016,9,16.311338356655874
40,2016,10,15.203168214654296
41,2016,11,15.176141975308626
42,2016,12,13.449494949494953
