,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,63
1,2013,7,760
2,2013,8,1379
3,2013,9,1363
4,2013,10,961
5,2013,11,556
6,2013,12,235
7,2014,1,160
8,2014,2,136
9,2014,3,429
10,2014,4,935
11,2014,5,1648
12,2014,6,1819
13,2014,7,2181
14,2014,8,2133
15,2014,9,1750
16,2014,10,1369
17,2014,11,624
18,2014,12,487
19,2015,1,296
20,2015,2,200
21,2015,3,614
22,2015,4,1077
23,2015,5,1611
24,2015,6,1998
25,2015,7,2581
26,2015,8,2200
27,2015,9,1861
28,2015,10,1455
29,2015,11,972
30,2015,12,602
31,2016,1,437
32,2016,2,706
33,2016,3,1065
34,2016,4,1326
35,2016,5,1701
36,2016,6,2138
37,2016,7,2144
38,2016,8,1969
39,2016,9,1858
40,2016,10,1615
41,2016,11,1080
42,2016,12,363
