,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,193
1,2013,10,762
2,2013,11,447
3,2013,12,212
4,2014,1,98
5,2014,2,135
6,2014,3,336
7,2014,4,824
8,2014,5,1435
9,2014,6,1941
10,2014,7,1971
11,2014,8,1952
12,2014,9,1474
13,2014,10,1071
14,2014,11,597
15,2014,12,457
16,2015,1,312
17,2015,2,179
18,2015,3,624
19,2015,4,873
20,2015,5,1323
21,2015,6,1681
22,2015,7,1891
23,2015,8,1709
24,2015,9,1777
25,2015,10,1346
26,2015,11,832
27,2015,12,608
28,2016,1,603
29,2016,2,603
30,2016,3,809
31,2016,4,1041
32,2016,5,1326
33,2016,6,2083
34,2016,7,1777
35,2016,8,1663
36,2016,9,1678
37,2016,10,1482
38,2016,11,1126
39,2016,12,494
