,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,210
1,2013,10,721
2,2013,11,401
3,2013,12,218
4,2014,1,102
5,2014,2,122
6,2014,3,354
7,2014,4,775
8,2014,5,1331
9,2014,6,1745
10,2014,7,1949
11,2014,8,2066
12,2014,9,1527
13,2014,10,1279
14,2014,11,577
15,2014,12,408
16,2015,1,272
17,2015,2,149
18,2015,3,542
19,2015,4,912
20,2015,5,1345
21,2015,6,1859
22,2015,7,2338
23,2015,8,2473
24,2015,9,1876
25,2015,10,1488
26,2015,11,1068
27,2015,12,672
28,2016,1,408
29,2016,2,480
30,2016,3,624
31,2016,4,793
32,2016,5,1335
33,2016,6,1985
34,2016,7,1997
35,2016,8,2009
36,2016,9,1635
37,2016,10,1142
38,2016,11,998
39,2016,12,468
