,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,11
1,2013,7,702
2,2013,8,1057
3,2013,9,976
4,2013,10,881
5,2013,11,451
6,2013,12,160
7,2014,1,129
8,2014,2,145
9,2014,3,382
10,2014,4,706
11,2014,5,858
12,2014,6,1142
13,2014,7,1531
14,2014,8,1511
15,2014,9,1212
16,2014,10,1248
17,2014,11,497
18,2014,12,479
19,2015,1,397
20,2015,2,224
21,2015,3,472
22,2015,4,751
23,2015,5,1220
24,2015,6,1324
25,2015,7,1651
26,2015,8,1512
27,2015,9,1421
28,2015,10,1208
29,2015,11,910
30,2015,12,623
31,2016,1,403
32,2016,2,578
33,2016,3,761
34,2016,4,898
35,2016,5,1283
36,2016,6,1711
37,2016,7,1657
38,2016,8,1655
39,2016,9,1652
40,2016,10,1472
41,2016,11,1175
42,2016,12,490
