,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,59
1,2013,7,1059
2,2013,8,1339
3,2013,9,1253
4,2013,10,1187
5,2013,11,650
6,2013,12,312
7,2014,1,282
8,2014,2,292
9,2014,3,510
10,2014,4,1027
11,2014,5,1491
12,2014,6,1954
13,2014,7,2119
14,2014,8,1898
15,2014,9,1758
16,2014,10,1591
17,2014,11,939
18,2014,12,821
19,2015,1,522
20,2015,2,366
21,2015,3,886
22,2015,4,1138
23,2015,5,1648
24,2015,6,2501
25,2015,7,2865
26,2015,8,2889
27,2015,9,2634
28,2015,10,2423
29,2015,11,1612
30,2015,12,1285
31,2016,1,1197
32,2016,2,1334
33,2016,3,1603
34,2016,4,1930
35,2016,5,2501
36,2016,6,3722
37,2016,7,3370
38,2016,8,3467
39,2016,9,3232
40,2016,10,2813
41,2016,11,2253
42,2016,12,1188
