,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,,818.2231877266352,863.8094580392426,324.6266673124909,197.35697817531445,17.981440650036358
1,2014,7.747578752330374,8350.992643321222,7969.192845032272,2917.9167804054423,1347.8994020713076,93.76122886292741
2,2015,12.193996202259637,10187.635731939517,8273.44868716113,2621.2331983705176,2742.1010573643584,56.76533918782768
3,2016,9.92439588945249,10947.89418885755,10093.314009548678,2805.4994661586397,2750.226119700887,131.61478023771852
