,START TIME YEAR,START TIME MONTH,TRIP DURATION
0,2013,9,17.538921665027864
1,2013,10,16.22328395061727
2,2013,11,14.149893842887465
3,2013,12,15.150811485642949
4,2014,1,10.60345911949686
5,2014,2,10.496035242290745
6,2014,3,15.249332220367288
7,2014,4,15.395378949869313
8,2014,5,18.387445638270727
9,2014,6,17.160957668944548
10,2014,7,16.09129428595475
11,2014,8,15.518544040993024
12,2014,9,14.280610452349567
13,2014,10,12.828360998953197
14,2014,11,11.719737399407034
15,2014,12,11.698330804248865
16,2015,1,14.798803827751193
17,2015,2,10.478341013824886
18,2015,3,14.056234369417648
19,2015,4,14.80365284005981
20,2015,5,16.99613592453687
21,2015,6,15.38477559096116
22,2015,7,16.31243475018642
23,2015,8,14.687223001402527
24,2015,9,15.463830532212844
25,2015,10,13.5437950360288
26,2015,11,11.642642956764298
27,2015,12,13.150489662676806
28,2016,1,12.049973794549253
29,2016,2,11.444782110091747
30,2016,3,12.918693244739766
31,2016,4,13.30959704982908
32,2016,5,15.172351969804197
33,2016,6,15.962034239677736
34,2016,7,14.937547842727929
35,2016,8,15.06500854185514
36,2016,9,14.350122399020819
37,2016,10,14.34038510584034
38,2016,11,13.064195979899486
39,2016,12,10.394875697615426
