,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65
,,,,,,
0,2015,92.53989501170454,66.41367214333586,32.77444234201558,24.57411126891334,29.349455191720146
1,2016,42.536995229475906,78.8786381280506,38.990523936099315,17.182379830015535,70.56880510431401
