,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1898
1,2013,9,2084
2,2013,10,1300
3,2013,11,656
4,2013,12,317
5,2014,1,176
6,2014,2,170
7,2014,3,585
8,2014,4,1290
9,2014,5,2457
10,2014,6,3040
11,2014,7,3694
12,2014,8,3502
13,2014,9,2574
14,2014,10,1941
15,2014,11,868
16,2014,12,624
17,2015,1,385
18,2015,2,208
19,2015,3,612
20,2015,4,1591
21,2015,5,2576
22,2015,6,3193
23,2015,7,4292
24,2015,8,3850
25,2015,9,3195
26,2015,10,2310
27,2015,11,1373
28,2015,12,757
29,2016,1,680
30,2016,2,870
31,2016,3,1275
32,2016,4,1688
33,2016,5,2657
34,2016,6,3439
35,2016,7,3512
36,2016,8,3176
37,2016,9,2811
38,2016,10,2335
39,2016,11,1412
40,2016,12,511
