,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,120
1,2013,7,1836
2,2013,8,2893
3,2013,9,3067
4,2013,10,2037
5,2013,11,1228
6,2013,12,562
7,2014,1,387
8,2014,2,359
9,2014,3,939
10,2014,4,1860
11,2014,5,2547
12,2014,6,2655
13,2014,7,2979
14,2014,8,2847
15,2014,9,2496
16,2014,10,2520
17,2014,11,1530
18,2014,12,1086
19,2015,1,788
20,2015,2,435
21,2015,3,1462
22,2015,4,2205
23,2015,5,2910
24,2015,6,3372
25,2015,7,3502
26,2015,8,3654
27,2015,9,3613
28,2015,10,3235
29,2015,11,2083
30,2015,12,1397
31,2016,1,1105
32,2016,2,1376
33,2016,3,2133
34,2016,4,2456
35,2016,5,3068
36,2016,6,3957
37,2016,7,3695
38,2016,8,3606
39,2016,9,3600
40,2016,10,3257
41,2016,11,2442
42,2016,12,951
