,START TIME YEAR,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles,DISTANCE_Miles
AGE_GROUP,,0 - 18,19 - 29,30 - 39,40 - 49,50 - 65,65+
,,,,,,,
0,2013,,563.694049630784,381.59433256736656,105.44856705321476,76.55625035036059,3.0431343527693415
1,2014,1.3342979686690404,4412.532050940175,4220.590419522403,1125.457776543042,513.1009763657668,10.006370711990831
2,2015,5.6402929669527175,6019.983207895823,5887.822174711529,1262.4860715110613,1062.273783556106,91.49014651899336
3,2016,23.494349903538666,5970.8683599525075,6230.284802498491,1396.6149231409127,1210.2814862750542,59.43366336041841
