,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,9,1.6161962333752407
1,2013,10,1.4272840298495468
2,2013,11,1.3369739295718053
3,2013,12,1.3666346213403506
4,2014,1,1.3033671369342288
5,2014,2,1.3076173778210354
6,2014,3,1.3751870502354624
7,2014,4,1.4367390803472941
8,2014,5,1.4069438313737448
9,2014,6,1.407341403785771
10,2014,7,1.419157382516359
11,2014,8,1.486829279885509
12,2014,9,1.434605600423369
13,2014,10,1.451243758497936
14,2014,11,1.3573445106871385
15,2014,12,1.2567001491084064
16,2015,1,1.3258588363894508
17,2015,2,1.2471801048583784
18,2015,3,1.348413956963111
19,2015,4,1.3787174553405108
20,2015,5,1.4749667722496784
21,2015,6,1.5916916036798612
22,2015,7,1.4722045536539292
23,2015,8,1.3716347733857477
24,2015,9,1.3838351220839267
25,2015,10,1.3585704169566517
26,2015,11,1.4393412093763274
27,2015,12,1.493946828015095
28,2016,1,1.4419420823294609
29,2016,2,1.3585775826509479
30,2016,3,1.450235166333091
31,2016,4,1.4793399914782352
32,2016,5,1.4607735848877272
33,2016,6,1.4757607709036031
34,2016,7,1.3943291609189914
35,2016,8,1.3749145328473256
36,2016,9,1.3333525266242596
37,2016,10,1.3018866153687505
38,2016,11,1.3521020006834377
39,2016,12,1.2495426301277328
