,START TIME YEAR,START TIME MONTH,DISTANCE_Miles
0,2013,8,2.051289169880204
1,2013,9,1.3824645305875685
2,2013,10,1.2634135099774806
3,2013,11,1.0001918970642565
4,2013,12,0.9556938227356205
5,2014,1,0.7808861132050229
6,2014,2,0.8006550665363512
7,2014,3,0.9345038727067612
8,2014,4,1.04505998273987
9,2014,5,1.153596663647766
10,2014,6,1.2560830090168098
11,2014,7,1.274642457768635
12,2014,8,1.2751405479024223
13,2014,9,1.172181727815881
14,2014,10,1.0626569280630558
15,2014,11,0.9280228994129416
16,2014,12,0.9750110960882274
17,2015,1,0.9132266557114355
18,2015,2,0.8097536367739475
19,2015,3,1.0445937424070373
20,2015,4,1.106054576483179
21,2015,5,1.2238410498984356
22,2015,6,1.2753263880674621
23,2015,7,1.2598093501948802
24,2015,8,1.3025199837730772
25,2015,9,1.2273893891648304
26,2015,10,1.0836990461672291
27,2015,11,1.0406482888737474
28,2015,12,1.0164356487221486
29,2016,1,1.0268278735810996
30,2016,2,1.0461030823651727
31,2016,3,1.07662330881511
32,2016,4,1.1316139397237157
33,2016,5,1.2899250471682848
34,2016,6,1.3386340732046178
35,2016,7,1.3761383940954421
36,2016,8,1.2679194424176128
37,2016,9,1.2359921063205788
38,2016,10,1.2503027922484937
39,2016,11,1.1489085798024494
40,2016,12,1.1709329785018685
